region,n_pixels,rmse_K,mae_K,signed_error_K,posterior_sd_K,coverage_95,interval_width_95_K,positive_sd_fraction,zero_sd_nonzero_error_fraction,mean_z,rms_z,mean_abs_error_over_sd,median_abs_error_over_sd,fraction_abs_z_gt_1_96,crps_K,trajectory,family,run_index,role,model,state_representation,propagation,gamma_mode,region_basis,stage
current_top_1pct,26,4.3751813146098835,2.9348691851283357,-2.8449010530155565,0.7159318740849122,0.4230769230769231,2.7427906496095864,1.0,0.0,3.973703582693317,6.111169893367494,4.0993693553309365,2.0470957676020114,0.5384615384615384,2.5614588314037854,HorizontalScanPath_2,Horizontal,2,evaluation,hybrid previous state | mean-only | development-recalibrated gamma,hybrid previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
overall,2501,0.4980525122850288,0.18335462313949408,0.029436607385146456,0.6576937353011829,0.9916033586565374,2.519285073664434,1.0,0.0,-0.04459423703516283,0.7209572906376812,0.2815830706268596,0.1621094529368115,0.0075969612155137945,0.2077845866845724,HorizontalScanPath_2,Horizontal,2,evaluation,hybrid previous state | mean-only | development-recalibrated gamma,hybrid previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.5738573260758653,1.245416349094002,-0.9420320222558153,0.686773273062383,0.7631578947368421,2.617852955591173,1.0,0.0,1.3510969999405784,3.6542549417907395,1.7912262735979665,0.7150735491903573,0.19736842105263158,1.0544284179537804,HorizontalScanPath_2,Horizontal,2,evaluation,hybrid previous state | mean-only | development-recalibrated gamma,hybrid previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.356405684663164,2.921251032675433,-2.829856867111641,0.696287084777891,0.34615384615384615,2.655348122856378,1.0,0.0,4.046994278276825,6.17882816859724,4.17679339912001,2.1237557648053285,0.5769230769230769,2.5864405030422004,HorizontalScanPath_2,Horizontal,2,evaluation,hybrid previous state | mean-only | development-recalibrated gamma,hybrid previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
overall,2501,0.493121148989088,0.1574037342418138,0.05591528517801848,0.7227159706992384,0.9956017592962815,2.764827534677738,1.0,0.0,-0.08391174389489567,0.6018279765349834,0.20851521122016084,0.08938738042236838,0.004398240703718513,0.21415882939455724,HorizontalScanPath_2,Horizontal,2,evaluation,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.582630310152685,1.2385948484182674,-0.9362246424068775,0.9154405783267606,0.8552631578947368,3.486600787598775,1.0,0.0,1.0732592704576216,3.0762745134160308,1.4000579375335,0.5067277645624236,0.14473684210526316,1.0385871367365602,HorizontalScanPath_2,Horizontal,2,evaluation,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.3751813146098835,2.9348691851283357,-2.8449010530155565,1.0068447620954553,0.5769230769230769,3.8685408568206365,1.0,0.0,3.235203514122081,5.21343162647614,3.2955529551760847,1.8282574975505743,0.4230769230769231,2.4993041829278644,HorizontalScanPath_2,Horizontal,2,evaluation,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n
overall,2501,0.4985301301283387,0.18337641931380672,0.029080696265291018,0.6646157021364962,0.995201919232307,2.545629895445629,1.0,0.0,-0.05035030401094851,0.6335563510145027,0.26944781274484264,0.16157610155216728,0.004398240703718513,0.20734008701176262,HorizontalScanPath_2,Horizontal,2,evaluation,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.577568881174885,1.2474285268247642,-0.9524096517930766,0.8898572320324438,0.8421052631578947,3.3957297030011286,1.0,0.0,1.1092618204604434,3.104697757879002,1.4443526205047685,0.5497003189348142,0.14473684210526316,1.0490930548149093,HorizontalScanPath_2,Horizontal,2,evaluation,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.36323311847633,2.930777385295703,-2.8444577839916816,0.990613035497453,0.5384615384615384,3.7779323607128563,1.0,0.0,3.2850031480756714,5.251091768674037,3.343155355808494,1.898224636247566,0.4230769230769231,2.534237881321497,HorizontalScanPath_2,Horizontal,2,evaluation,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n
overall,2501,0.5138444388649268,0.14258096998719652,0.0005757232026140975,0.7159318740849122,0.98640543782487,2.738880521797569,1.0,0.0,-0.0008041591992952856,0.717728121159169,0.19915438206943958,0.027319025757381894,0.012395041983206718,0.22343607318066366,HorizontalScanPath_2,Horizontal,2,evaluation,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.56726357918039,1.2346226507724263,-0.9148570376433552,0.715931874084912,0.8026315789473685,2.72561159518856,1.0,0.0,1.2778548780394845,3.585904849482792,1.7244973934852292,0.6790350265230225,0.18421052631578946,1.0432996889949826,HorizontalScanPath_2,Horizontal,2,evaluation,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.348920478424159,2.920854322496992,-2.829960222198799,0.7159318740849122,0.4230769230769231,2.7427906496095864,1.0,0.0,3.952834514898487,6.0744892577703,4.079793662253634,2.0124704769615063,0.5384615384615384,2.547332286530704,HorizontalScanPath_2,Horizontal,2,evaluation,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n
overall,2501,0.5125556444389525,0.15577820469079098,-0.025866680654499954,0.6576975643961745,0.9852059176329468,2.519607298880163,1.0,0.0,0.03507069188103232,0.7408418097377437,0.2397597289148909,0.07742098582089083,0.013594562175129948,0.2122430966478301,HorizontalScanPath_2,Horizontal,2,evaluation,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.5588296663712584,1.2387312584840686,-0.9212905002437656,0.6868254212285334,0.8026315789473685,2.6609042409625343,1.0,0.0,1.321386037929061,3.6334913720732254,1.7819287320804056,0.7019103996817806,0.19736842105263158,1.045997168419241,HorizontalScanPath_2,Horizontal,2,evaluation,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.331446150291802,2.9089518319089245,-2.8170250146718603,0.6962870847779139,0.4230769230769231,2.6986492441937,1.0,0.0,4.029188910565465,6.1443890015186255,4.159744509882739,2.0906324711319053,0.5769230769230769,2.5538443957812476,HorizontalScanPath_2,Horizontal,2,evaluation,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n
overall,2501,0.5138444388649268,0.14258096998719652,0.0005757232026140975,2.8078630163396716,0.9956017592962815,10.742899624934523,1.0,0.0,0.007468293325829171,0.544165596044847,0.0925508234973703,0.006219784179895851,0.004398240703718513,0.6923879566164097,HorizontalScanPath_2,Horizontal,2,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.56726357918039,1.2346226507724263,-0.9148570376433552,0.9311402694626247,0.8552631578947368,3.5475752364836612,1.0,0.0,1.0386461356429533,3.0122839503173395,1.3788475346983717,0.4874627288179003,0.14473684210526316,1.036959088078809,HorizontalScanPath_2,Horizontal,2,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.348920478424159,2.920854322496992,-2.829960222198799,1.0127711209983592,0.5769230769230769,3.8901198292847643,1.0,0.0,3.186943355942115,5.104851826637756,3.2468170466508584,1.8024886941532072,0.4230769230769231,2.484247747980238,HorizontalScanPath_2,Horizontal,2,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n
overall,2501,0.5671033507881018,0.2851202193121605,-0.034068370972751956,2.7014705389252907,0.9948020791683326,10.353910412981987,1.0,0.0,0.023732308662133272,0.565293180361987,0.15242554226268984,0.0753754240608605,0.004398240703718513,0.6780298328499321,HorizontalScanPath_2,Horizontal,2,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.5512195986108153,1.2342922213307528,-0.9044267506676945,0.8948949047732176,0.8421052631578947,3.4187649417784334,1.0,0.0,1.0552336270599842,3.0575079551898505,1.4267406092595791,0.5465210740837292,0.14473684210526316,1.0440129039549733,HorizontalScanPath_2,Horizontal,2,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.318169513691434,2.896719100000107,-2.7973572562072797,0.9820830187731626,0.5384615384615384,3.7658936503716083,1.0,0.0,3.240035284904557,5.1711918463364075,3.3075682873931025,1.8664776396366005,0.4230769230769231,2.492990286639387,HorizontalScanPath_2,Horizontal,2,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n
overall,2501,0.5167117683671388,0.1427437388828439,0.00039504514160191765,0.7159318740849122,0.98640543782487,2.738880521797569,1.0,0.0,-0.0005517915264030656,0.7217331523723372,0.19938173456140038,0.027319025757381894,0.012395041983206718,0.2235978202522726,HorizontalScanPath_2,Horizontal,2,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.5861328810063093,1.2399790324568218,-0.9208027722564008,0.715931874084912,0.8026315789473685,2.72561159518856,1.0,0.0,1.2861597668540037,3.612261130728179,1.7319790853588335,0.6790350265230225,0.18421052631578946,1.048622444601482,HorizontalScanPath_2,Horizontal,2,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.3816808805150265,2.937372800162483,-2.84647869986429,0.7159318740849122,0.4230769230769231,2.7427906496095864,1.0,0.0,3.9759072097503605,6.120248363177838,4.102866357105507,2.0124704769615063,0.5384615384615384,2.5636376243208643,HorizontalScanPath_2,Horizontal,2,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
overall,2501,0.5154263467219924,0.1559409735864383,-0.026047358715512087,0.6576975643961745,0.9852059176329468,2.519607298880163,1.0,0.0,0.03532424898946833,0.7447524080914124,0.2399882053609742,0.07742098582089083,0.013594562175129948,0.21240562334048183,HorizontalScanPath_2,Horizontal,2,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.577735722353887,1.2440876401684628,-0.9272362348568096,0.6868254212285334,0.8026315789473685,2.6609042409625343,1.0,0.0,1.329730068563251,3.6597049082743167,1.7894474109179643,0.7019103996817806,0.19736842105263158,1.0513455797129503,HorizontalScanPath_2,Horizontal,2,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.364296573604351,2.925470309574411,-2.8335434923373466,0.6962870847779139,0.4230769230769231,2.6986492441937,1.0,0.0,4.052372870562637,6.189981158624657,4.1829284698799105,2.0906324711319053,0.5769230769230769,2.5702141021968874,HorizontalScanPath_2,Horizontal,2,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
overall,2501,0.5167117683671388,0.1427437388828439,0.00039504514160191765,2.8078630163396716,0.9956017592962815,10.742899624934523,1.0,0.0,0.0076899266214934476,0.5483866063881272,0.09275158627263103,0.006219784179895851,0.004398240703718513,0.6925492660842876,HorizontalScanPath_2,Horizontal,2,evaluation,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.5861328810063093,1.2399790324568218,-0.9208027722564008,0.9311402694626247,0.8552631578947368,3.5475752364836612,1.0,0.0,1.0459396208068525,3.0373697642419093,1.385454214973728,0.4874627288179003,0.14473684210526316,1.0422674430677912,HorizontalScanPath_2,Horizontal,2,evaluation,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.3816808805150265,2.937372800162483,-2.84647869986429,1.0127711209983592,0.5769230769230769,3.8901198292847643,1.0,0.0,3.207258982353335,5.148352205905795,3.267132673062078,1.8024886941532072,0.4230769230769231,2.500434426148976,HorizontalScanPath_2,Horizontal,2,evaluation,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n
overall,2501,0.5696901133892094,0.28528298820780784,-0.034249049033764065,2.7014705389252907,0.9948020791683326,10.353910412981987,1.0,0.0,0.02395628019263927,0.5694161135231496,0.15262840422184965,0.0753754240608605,0.004398240703718513,0.6781912412161227,HorizontalScanPath_2,Horizontal,2,evaluation,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.5701149552575893,1.2396486030151461,-0.9103724852807378,0.8948949047732176,0.8421052631578947,3.4187649417784334,1.0,0.0,1.062604058609925,3.0825815327724335,1.4334163692577202,0.5465210740837292,0.14473684210526316,1.0493245134792175,HorizontalScanPath_2,Horizontal,2,evaluation,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.351015932343098,2.913237577665591,-2.813875733872764,0.9820830187731626,0.5384615384615384,3.7658936503716083,1.0,0.0,3.260564334090215,5.214773863072455,3.3280973365787614,1.8664776396366005,0.4230769230769231,2.5092483355598767,HorizontalScanPath_2,Horizontal,2,evaluation,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n
overall,2501,0.5573240458742486,0.024366411848953596,0.022304620491362285,0.7159318740849122,0.998000799680128,2.738880521797569,1.0,0.0,-0.03115466889900878,0.7784596077477445,0.03403453978089492,8.484428649161093e-06,0.001999200319872051,0.1860353161557216,HorizontalScanPath_2,Horizontal,2,evaluation,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,3.1969421676040652,0.7542117031981571,0.7525576765953259,0.715931874084912,0.9342105263157895,2.72561159518856,1.0,0.0,-1.0511582230602987,4.465427903584155,1.0534685359024885,0.10305263321625485,0.06578947368421052,0.7896753864393966,HorizontalScanPath_2,Horizontal,2,evaluation,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,5.460614676413809,2.0659219077481428,2.0659219077481428,0.7159318740849122,0.8076923076923077,2.7427906496095864,1.0,0.0,-2.8856403556396435,7.627282530748393,2.8856403556396435,0.25035509129232375,0.19230769230769232,1.9607314018897453,HorizontalScanPath_2,Horizontal,2,evaluation,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current forecast before Y_n
overall,2501,0.5639764553435099,0.07785453137207402,0.018201566632714286,0.657741565823324,0.998000799680128,2.518866130187792,1.0,0.0,-0.024102026861067317,0.7966543639693064,0.12463984606428825,0.051972126573185534,0.001999200319872051,0.17796874075836674,HorizontalScanPath_2,Horizontal,2,evaluation,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,3.2006432546644628,0.7735423379833787,0.7698770233338749,0.687420999265778,0.9342105263157895,2.6276373012674257,1.0,0.0,-1.0886802938287663,4.487074702066065,1.0942687316711968,0.1286868541031767,0.06578947368421052,0.7928594662384891,HorizontalScanPath_2,Horizontal,2,evaluation,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,5.465485967612151,2.083348634971276,2.083348634971276,0.6962870847781814,0.8076923076923077,2.6744136758394594,1.0,0.0,-2.934454306997909,7.66135897840062,2.934454306997909,0.32436623265895764,0.19230769230769232,1.9713687111493052,HorizontalScanPath_2,Horizontal,2,evaluation,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current posterior after Y_n
overall,2501,0.4111172256782164,0.018904743004705377,0.016842951647114066,0.7159318740849122,0.9984006397441023,2.738880521797569,1.0,0.0,-0.023525913926715922,0.5742407071953559,0.026405784808602062,8.484428649161093e-06,0.001599360255897641,0.18079031438515764,HorizontalScanPath_2,Horizontal,2,evaluation,recalibrated oracle | exact previous state | development-recalibrated gamma,true previous state,exact state; innovation only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.3581604981950113,0.5744796797841466,0.5728256531813154,0.715931874084912,0.9473684210526315,2.72561159518856,1.0,0.0,-0.8001119574589245,3.293833650316462,0.8024222703011142,0.10305263321625485,0.05263157894736842,0.6170734202791264,HorizontalScanPath_2,Horizontal,2,evaluation,recalibrated oracle | exact previous state | development-recalibrated gamma,true previous state,exact state; innovation only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.029937753614293,1.5665892587557004,1.5665892587557004,0.7159318740849122,0.8461538461538461,2.7427906496095864,1.0,0.0,-2.1881820260595033,5.62894026581128,2.1881820260595033,0.25035509129232375,0.15384615384615385,1.4746174382798012,HorizontalScanPath_2,Horizontal,2,evaluation,recalibrated oracle | exact previous state | development-recalibrated gamma,true previous state,exact state; innovation only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
overall,2501,0.4199562938818683,0.07239286252782579,0.012739897788466042,0.657741565823324,0.9984006397441023,2.518866130187792,1.0,0.0,-0.016437316759437437,0.5969799374389912,0.11697513596265839,0.051972126573185534,0.001599360255897641,0.17270891979302488,HorizontalScanPath_2,Horizontal,2,evaluation,recalibrated oracle | exact previous state | development-recalibrated gamma,true previous state,exact state; innovation only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.3623856720744256,0.5938103145693674,0.5901449999198636,0.687420999265778,0.9473684210526315,2.6276373012674257,1.0,0.0,-0.83645082061592,3.3130735751266593,0.8420392584583506,0.1286868541031767,0.05263157894736842,0.6197698315763839,HorizontalScanPath_2,Horizontal,2,evaluation,recalibrated oracle | exact previous state | development-recalibrated gamma,true previous state,exact state; innovation only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.035278363223311,1.5840159859788316,1.5840159859788316,0.6962870847781814,0.8461538461538461,2.6744136758394594,1.0,0.0,-2.233632573061103,5.658000835827682,2.233632573061103,0.32436623265895764,0.15384615384615385,1.4848993187290331,HorizontalScanPath_2,Horizontal,2,evaluation,recalibrated oracle | exact previous state | development-recalibrated gamma,true previous state,exact state; innovation only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
overall,2501,0.5001508862499805,0.15396205834070514,0.0372990595666259,0.7159318740849122,0.991203518592563,2.7333568034745133,1.0,0.0,-0.05209861568784139,0.6986012277903703,0.21505126942070563,0.0768191578833916,0.0075969612155137945,0.21651152003944396,HorizontalScanPath_3,Horizontal,3,evaluation,hybrid previous state | mean-only | fixed gamma,hybrid previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.669553499436322,1.411641616009069,-1.1633838937897123,0.715931874084912,0.7105263157894737,2.720512433153213,1.0,0.0,1.624992455150461,3.7287814610132908,1.9717541111204147,0.7863456301592747,0.25,1.1940809843487914,HorizontalScanPath_3,Horizontal,3,evaluation,hybrid previous state | mean-only | fixed gamma,hybrid previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.505805023443964,3.2784909805960467,-3.2784909805960467,0.7159318740849122,0.23076923076923078,2.703751548170153,1.0,0.0,4.579333731699736,6.293622600897859,4.579333731699736,2.69291050352246,0.7307692307692307,2.9001123073354744,HorizontalScanPath_3,Horizontal,3,evaluation,hybrid previous state | mean-only | fixed gamma,hybrid previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n
overall,2501,0.5092827435849147,0.18449034579431137,0.018498200344534418,0.6575144304628701,0.9916033586565374,2.516929772717108,1.0,0.0,-0.03146280625206801,0.7377236632195355,0.2849877171614824,0.15864148316502605,0.007996801279488205,0.2096516270720166,HorizontalScanPath_3,Horizontal,3,evaluation,hybrid previous state | mean-only | fixed gamma,hybrid previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.689081445175763,1.4191384307236945,-1.1818289031836084,0.6883926991761006,0.7236842105263158,2.608362771562991,1.0,0.0,1.6912367890440283,3.819613812751709,2.042475292842962,0.7778119222069418,0.2631578947368421,1.205394642891999,HorizontalScanPath_3,Horizontal,3,evaluation,hybrid previous state | mean-only | fixed gamma,hybrid previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.5424739677309,3.3204681961314075,-3.3204681961314075,0.6962870847768643,0.23076923076923078,2.6404724497519068,1.0,0.0,4.748233092127093,6.444256075280612,4.748233092127093,3.0030489410879353,0.7307692307692307,2.949329153773498,HorizontalScanPath_3,Horizontal,3,evaluation,hybrid previous state | mean-only | fixed gamma,hybrid previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n
overall,2501,0.5001508862499805,0.15396205834070514,0.0372990595666259,0.7193982164721331,0.9924030387844862,2.7464283516322423,1.0,0.0,-0.0579031838743012,0.6062012526272654,0.20730699087235302,0.0768191578833916,0.0075969612155137945,0.21635369980547986,HorizontalScanPath_3,Horizontal,3,evaluation,hybrid previous state | moment-matched | fixed gamma,hybrid previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n
